icd10, model, hcc, hcc_label
C561, v24, 10, Malignant neoplasm of right ovary
C562, v24, 10, Malignant neoplasm of left ovary
C563, v24, 10, Malignant neoplasm of bilateral ovaries
C569, v24, 10, Malignant neoplasm of unspecified ovary
C5700, v24, 10, Malignant neoplasm of unspecified fallopian tube
C5701, v24, 10, Malignant neoplasm of right fallopian tube
C5702, v24, 10, Malignant neoplasm of left fallopian tube
C5710, v24, 10, Malignant neoplasm of unspecified broad ligament
C5711, v24, 10, Malignant neoplasm of right broad ligament
C5712, v24, 10, Malignant neoplasm of left broad ligament
C5720, v24, 10, Malignant neoplasm of unspecified round ligament
C5721, v24, 10, Malignant neoplasm of right round ligament
C5722, v24, 10, Malignant neoplasm of left round ligament
C573, v24, 10, Malignant neoplasm of parametrium
C574, v24, 10, Malignant neoplasm of uterine adnexa, unspecified
C577, v24, 11, Malignant neoplasm of other specified female genital organs
C578, v24, 11, Malignant neoplasm of overlapping sites of female genital organs
C579, v24, 11, Malignant neoplasm of female genital organ, unspecified
C58, v24, 10, Malignant neoplasm of placenta
C600, v24, 12, Malignant neoplasm of prepuce
C601, v24, 12, Malignant neoplasm of glans penis
C602, v24, 12, Malignant neoplasm of body of penis
C608, v24, 12, Malignant neoplasm of overlapping sites of penis
C609, v24, 12, Malignant neoplasm of penis, unspecified
C61, v24, 12, Malignant neoplasm of prostate
C6200, v24, 12, Malignant neoplasm of unspecified undescended testis
C6201, v24, 12, Malignant neoplasm of undescended right testis
C6202, v24, 12, Malignant neoplasm of undescended left testis
C6210, v24, 12, Malignant neoplasm of unspecified descended testis
C6211, v24, 12, Malignant neoplasm of descended right testis
C6212, v24, 12, Malignant neoplasm of descended left testis
C6290, v24, 12, Malignant neoplasm of unspecified testis, unspecified whether descended or undescended
C6291, v24, 12, Malignant neoplasm of right testis, unspecified whether descended or undescended
C6292, v24, 12, Malignant neoplasm of left testis, unspecified whether descended or undescended
C6300, v24, 12, Malignant neoplasm of unspecified epididymis
C6301, v24, 12, Malignant neoplasm of right epididymis
C6302, v24, 12, Malignant neoplasm of left epididymis
C6310, v24, 12, Malignant neoplasm of unspecified spermatic cord
C6311, v24, 12, Malignant neoplasm of right spermatic cord
C6312, v24, 12, Malignant neoplasm of left spermatic cord
C632, v24, 12, Malignant neoplasm of scrotum
C637, v24, 12, Malignant neoplasm of other specified male genital organs
C638, v24, 12, Malignant neoplasm of overlapping sites of male genital organs
C639, v24, 12, Malignant neoplasm of male genital organ, unspecified
C641, v24, 11, Malignant neoplasm of right kidney, except renal pelvis
C642, v24, 11, Malignant neoplasm of left kidney, except renal pelvis
C649, v24, 11, Malignant neoplasm of unspecified kidney, except renal pelvis
C651, v24, 11, Malignant neoplasm of right renal pelvis
C652, v24, 11, Malignant neoplasm of left renal pelvis
C659, v24, 11, Malignant neoplasm of unspecified renal pelvis
C661, v24, 11, Malignant neoplasm of right ureter
C662, v24, 11, Malignant neoplasm of left ureter
C669, v24, 11, Malignant neoplasm of unspecified ureter
C670, v24, 11, Malignant neoplasm of trigone of bladder
C671, v24, 11, Malignant neoplasm of dome of bladder
C672, v24, 11, Malignant neoplasm of lateral wall of bladder
C673, v24, 11, Malignant neoplasm of anterior wall of bladder
C674, v24, 11, Malignant neoplasm of posterior wall of bladder
C675, v24, 11, Malignant neoplasm of bladder neck
C676, v24, 11, Malignant neoplasm of ureteric orifice
C677, v24, 11, Malignant neoplasm of urachus
C678, v24, 11, Malignant neoplasm of overlapping sites of bladder
C679, v24, 11, Malignant neoplasm of bladder, unspecified
C680, v24, 11, Malignant neoplasm of urethra
C681, v24, 11, Malignant neoplasm of paraurethral glands
C688, v24, 11, Malignant neoplasm of overlapping sites of urinary organs
C689, v24, 11, Malignant neoplasm of urinary organ, unspecified
C6900, v24, 12, Malignant neoplasm of unspecified conjunctiva
C6901, v24, 12, Malignant neoplasm of right conjunctiva
C6902, v24, 12, Malignant neoplasm of left conjunctiva
C6910, v24, 12, Malignant neoplasm of unspecified cornea
C6911, v24, 12, Malignant neoplasm of right cornea
C6912, v24, 12, Malignant neoplasm of left cornea
C6920, v24, 12, Malignant neoplasm of unspecified retina
C6921, v24, 12, Malignant neoplasm of right retina
C6922, v24, 12, Malignant neoplasm of left retina
C6930, v24, 12, Malignant neoplasm of unspecified choroid
C6931, v24, 12, Malignant neoplasm of right choroid
C6932, v24, 12, Malignant neoplasm of left choroid
C6940, v24, 12, Malignant neoplasm of unspecified ciliary body
C6941, v24, 12, Malignant neoplasm of right ciliary body
C6942, v24, 12, Malignant neoplasm of left ciliary body
C6950, v24, 12, Malignant neoplasm of unspecified lacrimal gland and duct
C6951, v24, 12, Malignant neoplasm of right lacrimal gland and duct
C6952, v24, 12, Malignant neoplasm of left lacrimal gland and duct
C6960, v24, 12, Malignant neoplasm of unspecified orbit
C6961, v24, 12, Malignant neoplasm of right orbit
C6962, v24, 12, Malignant neoplasm of left orbit
C6980, v24, 12, Malignant neoplasm of overlapping sites of unspecified eye and adnexa
C6981, v24, 12, Malignant neoplasm of overlapping sites of right eye and adnexa
C6982, v24, 12, Malignant neoplasm of overlapping sites of left eye and adnexa
C6990, v24, 12, Malignant neoplasm of unspecified site of unspecified eye
C6991, v24, 12, Malignant neoplasm of unspecified site of right eye
C6992, v24, 12, Malignant neoplasm of unspecified site of left eye
C700, v24, 10, Malignant neoplasm of cerebral meninges
C701, v24, 10, Malignant neoplasm of spinal meninges
C709, v24, 10, Malignant neoplasm of meninges, unspecified
C710, v24, 10, Malignant neoplasm of cerebrum, except lobes and ventricles
C711, v24, 10, Malignant neoplasm of frontal lobe
C712, v24, 10, Malignant neoplasm of temporal lobe
C713, v24, 10, Malignant neoplasm of parietal lobe
C714, v24, 10, Malignant neoplasm of occipital lobe
C715, v24, 10, Malignant neoplasm of cerebral ventricle
C716, v24, 10, Malignant neoplasm of cerebellum
C717, v24, 10, Malignant neoplasm of brain stem
C718, v24, 10, Malignant neoplasm of overlapping sites of brain
C719, v24, 10, Malignant neoplasm of brain, unspecified
C720, v24, 10, Malignant neoplasm of spinal cord
C721, v24, 10, Malignant neoplasm of cauda equina
C7220, v24, 10, Malignant neoplasm of unspecified olfactory nerve
C7221, v24, 10, Malignant neoplasm of right olfactory nerve
C7222, v24, 10, Malignant neoplasm of left olfactory nerve
C7230, v24, 10, Malignant neoplasm of unspecified optic nerve
C7231, v24, 10, Malignant neoplasm of right optic nerve
C7232, v24, 10, Malignant neoplasm of left optic nerve
C7240, v24, 10, Malignant neoplasm of unspecified acoustic nerve
C7241, v24, 10, Malignant neoplasm of right acoustic nerve
C7242, v24, 10, Malignant neoplasm of left acoustic nerve
C7250, v24, 10, Malignant neoplasm of unspecified cranial nerve
C7259, v24, 10, Malignant neoplasm of other cranial nerves
C729, v24, 10, Malignant neoplasm of central nervous system, unspecified
C73, v24, 12, Malignant neoplasm of thyroid gland
C7400, v24, 10, Malignant neoplasm of cortex of unspecified adrenal gland
C7401, v24, 10, Malignant neoplasm of cortex of right adrenal gland
C7402, v24, 10, Malignant neoplasm of cortex of left adrenal gland
C7410, v24, 10, Malignant neoplasm of medulla of unspecified adrenal gland
C7411, v24, 10, Malignant neoplasm of medulla of right adrenal gland
C7412, v24, 10, Malignant neoplasm of medulla of left adrenal gland
C7490, v24, 10, Malignant neoplasm of unspecified part of unspecified adrenal gland
C7491, v24, 10, Malignant neoplasm of unspecified part of right adrenal gland
C7492, v24, 10, Malignant neoplasm of unspecified part of left adrenal gland
C750, v24, 12, Malignant neoplasm of parathyroid gland
C751, v24, 10, Malignant neoplasm of pituitary gland
C752, v24, 10, Malignant neoplasm of craniopharyngeal duct
C753, v24, 10, Malignant neoplasm of pineal gland
C754, v24, 12, Malignant neoplasm of carotid body
C755, v24, 12, Malignant neoplasm of aortic body and other paraganglia
C758, v24, 12, Malignant neoplasm with pluriglandular involvement, unspecified
C759, v24, 12, Malignant neoplasm of endocrine gland, unspecified
C760, v24, 12, Malignant neoplasm of head, face and neck
C761, v24, 12, Malignant neoplasm of thorax
C762, v24, 12, Malignant neoplasm of abdomen
C763, v24, 12, Malignant neoplasm of pelvis
C7640, v24, 12, Malignant neoplasm of unspecified upper limb
C7641, v24, 12, Malignant neoplasm of right upper limb
C7642, v24, 12, Malignant neoplasm of left upper limb
C7650, v24, 12, Malignant neoplasm of unspecified lower limb
C7651, v24, 12, Malignant neoplasm of right lower limb
C7652, v24, 12, Malignant neoplasm of left lower limb
C768, v24, 12, Malignant neoplasm of other specified ill-defined sites
C770, v24, 8, Secondary and unspecified malignant neoplasm of lymph nodes of head, face and neck
C771, v24, 8, Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes
C772, v24, 8, Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes
C773, v24, 10, Secondary and unspecified malignant neoplasm of axilla and upper limb lymph nodes
C774, v24, 8, Secondary and unspecified malignant neoplasm of inguinal and lower limb lymph nodes
C775, v24, 8, Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes
C778, v24, 8, Secondary and unspecified malignant neoplasm of lymph nodes of multiple regions
C779, v24, 10, Secondary and unspecified malignant neoplasm of lymph node, unspecified
C7800, v24, 8, Secondary malignant neoplasm of unspecified lung
C7801, v24, 8, Secondary malignant neoplasm of right lung
C7802, v24, 8, Secondary malignant neoplasm of left lung
C781, v24, 8, Secondary malignant neoplasm of mediastinum
C782, v24, 8, Secondary malignant neoplasm of pleura
C7830, v24, 8, Secondary malignant neoplasm of unspecified respiratory organ
C7839, v24, 8, Secondary malignant neoplasm of other respiratory organs
C784, v24, 8, Secondary malignant neoplasm of small intestine
C785, v24, 8, Secondary malignant neoplasm of large intestine and rectum
C786, v24, 8, Secondary malignant neoplasm of retroperitoneum and peritoneum
C787, v24, 8, Secondary malignant neoplasm of liver and intrahepatic bile duct
C7880, v24, 8, Secondary malignant neoplasm of unspecified digestive organ
C7889, v24, 8, Secondary malignant neoplasm of other digestive organs
C7900, v24, 8, Secondary malignant neoplasm of unspecified kidney and renal pelvis
C7901, v24, 8, Secondary malignant neoplasm of right kidney and renal pelvis
C7902, v24, 8, Secondary malignant neoplasm of left kidney and renal pelvis
C7910, v24, 8, Secondary malignant neoplasm of unspecified urinary organs
C7911, v24, 8, Secondary malignant neoplasm of bladder
C7919, v24, 8, Secondary malignant neoplasm of other urinary organs
C792, v24, 10, Secondary malignant neoplasm of skin
C7931, v24, 8, Secondary malignant neoplasm of brain
C7932, v24, 8, Secondary malignant neoplasm of cerebral meninges
C7940, v24, 8, Secondary malignant neoplasm of unspecified part of nervous system
C7949, v24, 8, Secondary malignant neoplasm of other parts of nervous system
C7951, v24, 8, Secondary malignant neoplasm of bone
C7952, v24, 8, Secondary malignant neoplasm of bone marrow
C7960, v24, 8, Secondary malignant neoplasm of unspecified ovary
C7961, v24, 8, Secondary malignant neoplasm of right ovary
C7962, v24, 8, Secondary malignant neoplasm of left ovary
C7963, v24, 8, Secondary malignant neoplasm of bilateral ovaries
C7970, v24, 8, Secondary malignant neoplasm of unspecified adrenal gland
C7971, v24, 8, Secondary malignant neoplasm of right adrenal gland
C7972, v24, 8, Secondary malignant neoplasm of left adrenal gland
C7981, v24, 10, Secondary malignant neoplasm of breast
C7982, v24, 10, Secondary malignant neoplasm of genital organs
C7989, v24, 8, Secondary malignant neoplasm of other specified sites
C799, v24, 8, Secondary malignant neoplasm of unspecified site
C7A00, v24, 12, Malignant carcinoid tumor of unspecified site
C7A010, v24, 12, Malignant carcinoid tumor of the duodenum
C7A011, v24, 12, Malignant carcinoid tumor of the jejunum
C7A012, v24, 12, Malignant carcinoid tumor of the ileum
C7A019, v24, 12, Malignant carcinoid tumor of the small intestine, unspecified portion
C7A020, v24, 12, Malignant carcinoid tumor of the appendix
C7A021, v24, 12, Malignant carcinoid tumor of the cecum
C7A022, v24, 12, Malignant carcinoid tumor of the ascending colon
C7A023, v24, 12, Malignant carcinoid tumor of the transverse colon
C7A024, v24, 12, Malignant carcinoid tumor of the descending colon
C7A025, v24, 12, Malignant carcinoid tumor of the sigmoid colon
C7A026, v24, 12, Malignant carcinoid tumor of the rectum
C7A029, v24, 12, Malignant carcinoid tumor of the large intestine, unspecified portion
C7A090, v24, 12, Malignant carcinoid tumor of the bronchus and lung
C7A091, v24, 12, Malignant carcinoid tumor of the thymus
C7A092, v24, 12, Malignant carcinoid tumor of the stomach
C7A093, v24, 12, Malignant carcinoid tumor of the kidney
C7A094, v24, 12, Malignant carcinoid tumor of the foregut, unspecified
C7A095, v24, 12, Malignant carcinoid tumor of the midgut, unspecified
C7A096, v24, 12, Malignant carcinoid tumor of the hindgut, unspecified
C7A098, v24, 12, Malignant carcinoid tumors of other sites
C7A1, v24, 12, Malignant poorly differentiated neuroendocrine tumors
C7A8, v24, 12, Other malignant neuroendocrine tumors
C7B00, v24, 8, Secondary carcinoid tumors, unspecified site
C7B01, v24, 8, Secondary carcinoid tumors of distant lymph nodes
C7B02, v24, 8, Secondary carcinoid tumors of liver
C7B03, v24, 8, Secondary carcinoid tumors of bone
C7B04, v24, 8, Secondary carcinoid tumors of peritoneum
C7B09, v24, 8, Secondary carcinoid tumors of other sites
C7B1, v24, 8, Secondary Merkel cell carcinoma
C7B8, v24, 8, Other secondary neuroendocrine tumors
C800, v24, 8, Disseminated malignant neoplasm, unspecified
C801, v24, 12, Malignant (primary) neoplasm, unspecified
C802, v24, 12, Malignant neoplasm associated with transplanted organ
C8100, v24, 10, Nodular lymphocyte predominant Hodgkin lymphoma, unspecified site
C8101, v24, 10, Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of head, face, and neck
C8102, v24, 10, Nodular lymphocyte predominant Hodgkin lymphoma, intrathoracic lymph nodes
C8103, v24, 10, Nodular lymphocyte predominant Hodgkin lymphoma, intra-abdominal lymph nodes
C8104, v24, 10, Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of axilla and upper limb
C8105, v24, 10, Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of inguinal region and lower limb
C8106, v24, 10, Nodular lymphocyte predominant Hodgkin lymphoma, intrapelvic lymph nodes
C8107, v24, 10, Nodular lymphocyte predominant Hodgkin lymphoma, spleen
C8108, v24, 10, Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of multiple sites
C8109, v24, 10, Nodular lymphocyte predominant Hodgkin lymphoma, extranodal and solid organ sites
C8110, v24, 10, Nodular sclerosis Hodgkin lymphoma, unspecified site
C8111, v24, 10, Nodular sclerosis Hodgkin lymphoma, lymph nodes of head, face, and neck
C8112, v24, 10, Nodular sclerosis Hodgkin lymphoma, intrathoracic lymph nodes
